tconst;original_title;startYear;runtimeMinutes;genres;genre_numeric;averageRating;poster_path;acteurs/trice;director;overview_fr
tt0059875;La Vieille Dame indigne;1965;94;Comedy,Drame;0;7.1;/haKrvEchK2KKKrsR6LR15PZ44GO.jpg;Etienne Bierry, Victor Lanoux, Jean Bouise, Jean-Louis Lamande, Armand Meffre, François Maistre, Robert Bousquet, Sylvie, Malka Ribowska, Pascale de Boysson;René Allio;Madame Bertini, jeune veuve de 70 ans, a vécu une vie abritée dans la misère. Elle décide de s'aventurer dans le monde moderne et de s'amuser autant que possible, et en le faisant, elle trouve qu'elle l'aime. Elle souffle ses économies de vie, bien à la désapprobation des jeunes autour d'elle.
tt0059266;L'heure de la vérité;1965;101;Drama;1;7.3;/jvErolyfRSMBBJS1iHPT2rxcuPA.jpg;Karlheinz Böhm, Brett Halsey, André Oumansky, Misha Asherov, Avraham Ben-Yosef, Alexander Peleg, Corinne Marchand, Michèle Girardon, Rina Ganor, Bat-Ami;Henri Calef;À la fin de la Seconde Guerre mondiale, un Nazi échappe à l'arrestation en assumant l'identité de la victime du camp de concentration. 20 ans plus tard, il est menacé d'exposition.
tt0059874;La vie à l'envers;1964;92;Drama;1;7.3;/wgkfvCxs6O2bRsl0FOktThkkVGs.jpg;Charles Denner, Guy Saint-Jean, Jean Yanne, Robert Bousquet, André Thorent, Bernard Sury, Anna Gaylor, Nicole Gueden, Yvonne Clech, Nane Germon;Alain Jessua;Un promoteur immobilier parisien qui se sent obligé de se retirer de sa vie apparemment parfaite dans un monde à lui. L'homme devient-il fou ? Selon des normes conventionnelles, peut-être, mais il est clair que la vie qu'il fuit est encore plus folle de son point de vue, et comme ce point de vue est invariablement spirituel et astucieux, nous arrivons même à accepter ses illusions comme plus «réelles» que la réalité.
tt0060138;Au hasard Balthazar;1966;95;Drama;1;7.7;/lkLO1HDzzaXpTXtAgnGpVqIQkvF.jpg;Walter Green, François Lafarge, Jean-Claude Guilbert, Philippe Asselin, Pierre Klossowski, Jean-Joël Barbier, Guy Renault, Anne Wiazemsky, Nathalie Joyaut, Marie-Claire Frémont;Robert Bresson;L'histoire d'un âne Balthazar comme il est passé de propriétaire à propriétaire, une sorte et quelques cruelles mais toutes avec des motivations au-delà de sa compréhension. Balthazar, dont la vie est parallèle à celle de son premier gardien, Marie, est vraiment une bête de fardeau, souffrant les péchés de l'humanité.
tt0060247;Les Cœurs verts;1966;90;Drama;1;7.2;/39ypCgQz2J8pBtW363u5CaP2HOY.jpg;Gérard Zimmermann, Eric Penet, Paul Préboist, Jean Dumontet, Elliott Stein, Nat Lilienstein, Serge Rajfus, Marise Maire, Françoise Bonneau, Arlette Thomas;Édouard Luntz;Deux jeunes hommes, Zim et Jean-Pierre, tous deux condamnés pour une infraction mineure, se reconnaissent lorsqu'ils sont libérés le même jour. L'un veut se réformer, mais son ami veut rester un escroc. Le premier obtient un emploi et commence à améliorer sa vie, tandis que le jeune criminel finit incarcéré pour avoir volé des voitures.
tt0061343;Alexandre le bienheureux;1968;100;Comedy,Drame;0;7.3;/rQkeFyDIm9f8Oj6MsmlIxShOfu2.jpg;Philippe Noiret, Paul Le Person, Léonce Corne, Pierre Richard, Jean Saudray, Pierre Barnley, Françoise Brion, Marlène Jobert, Tsilla Chelton, Kaly;Yves Robert;Alexandre, jeune et honnête fermier, est opprimé par une femme autoritaire, qui le fait travailler comme un chien. Lorsqu'elle meurt dans un accident de voiture, il décide de rester au lit, absolument libre et inactif.
tt0060648;Mademoiselle;1966;103;Drama;1;7.1;/wzUXYoODP5gBj4OE95gyOiwLonM.jpg;Ettore Manni, Umberto Orsini, Keith Skinner, Georges Aubert, Paul Barge, Pierre Collet, Gérard Darrieu, Jean Gras, Jeanne Moreau, Jane Beretta;Tony Richardson;Une enseignante d'école réprimée sexuellement libère ses passions dans une série de crimes choquants.
tt0061727;Le grand dadais;1967;90;Drama;1;7.3;/ppyYZmguBLiANjjuFdNnwU9rtV0.jpg;Jacques Perrin, Yves Rénier, Harald Leipnitz, André Falcon, Max Vialle, Pierre Gatineau, Eva Renzi, Danièle Gaubert, Yvonne Clech, Colette Mareuil;Pierre Granier-Deferre;Un jeune homme qui vit avec sa tante tombe pour un modèle allemand libre d'esprit dans ce drame ininspiré. Bien qu'il s'enfuit avec elle pour l'été, il revient à sa tante pour vivre de son argent après le modèle et une vieille flamme ravive leur romance. L'histoire se déroule dans une série de flashbacks.
tt0062204;Les Risques du métier;1967;105;Drama;1;7.1;/xCt8O9Vcy4gkwBxR0XedcqynroN.jpg;Jacques Brel, René Dary, Jacques Harden, Gabriel Gobin, Emmanuelle Riva, Nadine Alari, Christine Fabréga, Muriel Baptiste, Christine Simon, Chantal Martin;André Cayatte;Une adolescente accuse son professeur de primaire, Jean Doucet (Jacques Brel), d'essayer de la violer. La police et le maire enquêtent, mais Doucet nie les accusations. Deux autres élèves se présentent pour révéler plus de faute de Doucet – l'un confessant être sa maîtresse. Doucet fait face à un procès et à un dur labeur si condamné.
tt0062285;Soleil O;1970;98;Drama;1;7.3;/ffvsrK5iYCAqgcA3X9OzspduR13.jpg;Non renseigné;Med Hondo;Le film Soleil Ô, tourné sur quatre ans avec un budget très bas, raconte l'histoire d'un immigrant noir qui se rend à Paris à la recherche de ses ancêtres Gaulois. Ce manifeste dénonce une nouvelle forme d'esclavage : Les immigrés cherchent désespérément du travail, un lieu de vie, mais se trouvent face à face avec indifférence, rejet, humiliation... jusqu'à l'appel final au soulèvement. -Soleil Ô Ô , est le titre d'une chanson de l'Inde occidentale qui raconte la douleur du peuple noir du Dahomey (aujourd'hui Bénin) qui a été emmené aux Caraïbes comme esclaves.
tt0062822;La Concentration;1968;90;Drama;1;7.5;/z2mu7xgnEQtTbGQkCMsIa9RcKpM.jpg;Jean-Pierre Léaud, Zouzou;Philippe Garrel;La Concentration présente un jeune homme androgyne (Jean-Pierre Léaud) et une femme (Zouzou), vêtus uniquement de sous-vêtements, enfermés dans une chambre avec un lit.
tt0063458;La Prisonnière;1968;106;Drama;1;7.1;/aYR5sGKpr9fM6IwInDLnC13ZDhF.jpg;Laurent Terzieff, Bernard Fresson, Michel Etcheverry, Claude Piéplu, Daniel Rivière, Elisabeth Wiener, Dany Carrel, Noëlle Adam, Annie Fargue, Germaine Delbat;Henri-Georges Clouzot;Le directeur de galerie Stanislas soutient le développement de l'art moderne avec sa collection d'œuvres surprenantes. Sa dernière acquisition est une sculpture de Gilbert, dont l'épouse Josée est captivée par Stanislas. Mais à son insu, Stanislas amasse des photographies d'une nature très perverse et perturbée.
tt0064153;Charles mort ou vif;1969;93;Drama;1;7.2;/j72ljYYQtlnJMd407MNL03StZCC.jpg;François Simon, Marcel Robert, André Schmidt, Jo Excoffier, Walter Schochli, Jean-Pierre Moriaud, Marie-Claire Dufour, Maya Simon, Janine Christoffe, Michèle Martel;Alain Tanner;À l'occasion du 100e anniversaire de la fondation d'une compagnie horlogère à Genève, Charles Dé, petit-fils de 50 ans du fondateur, l'a eu : il parle excentriquement à un journaliste, reconnaissant son grand-père comme un artisan et son fils comme un homme d'affaires, mais il est évasif à son sujet. Il donne à sa famille le glissement et s'installe avec un jeune couple qu'il rencontre par hasard, faisant la cuisine, la lecture, l'alcool, et s'engage dans des discussions philosophiques avec eux. Le jeune couple vient aimer Charles. En secret, il reste en contact avec une fille, et le reste de la famille engage un enquêteur privé pour le trouver, mettant en mouvement une reprise d'entreprise qui menace son bonheur bohème.
tt0064168;Ciné-girl;1969;90;Drama;1;7.5;/fa8ad45mpnc2PXxSlPGYJVjnH98.jpg;Francis Leroi, Henri-Jacques Huet, Tanner Celensu, Daniel Bellus, Christian Le Guillochet, Michel Rocher, Juliet Berto, Christine Guého, Monique Barbillat, Régine Motte;Francis Leroi;Un jeune réalisateur sans scrupules embauche une actrice et utilise l'histoire qu'elle lui raconte de sa vie pour écrire son scénario, mais la renvoie et confie le rôle de leader à quelqu'un d'autre.
tt0066534;La Voie lactée;1969;105;Comedy,Drame;0;7.3;/8fugqdJerIs1j3pTNvhN54M5mcZ.jpg;Paul Frankeur, Laurent Terzieff, Alain Cuny, Bernard Verley, François Maistre, Claude Cerval, Julien Bertheau, Edith Scob, Muni, Ellen Bahl;Luis Buñuel;Deux dériveurs vont en pèlerinage de France à Santiago de Compostelle en Espagne. En chemin, ils font de l'auto-stop, supplient pour la nourriture, et affrontent les dogmes chrétiens et les hérésies de différents âges.
tt0065393;Les Amis;1971;93;Drama;1;7.1;/pMivTiWFazqe1ERVTe9x4ocGbj2.jpg;Philippe March, Jean-Claude Dauphin, Yan Epstein, Christian Chevreuse, Martin Pierlot, Nathalie Fontaine, Dany Roussel, Claude Larcher, Hélène Zanicolli, Liliane Valais;Gérard Blain;Philippe est un homme plus âgé et un industriel dont la femme est confinée dans son lit. Ils n'ont pas d'enfants. Alors qu'il se prépare à partir en vacances à la mer, il fait connaissance avec Paul, un jeune garçon ouvrier, et décide de l'amener. C'est le premier aperçu de Paul sur la façon dont l'autre moitié vit, avec leurs hôtels de première classe, etc. Lorsqu'il rencontre des jeunes aristocrates à la station, il essaie de mettre en avant la fiction qu'il est de leur classe, avec un mauvais succès.
tt0066101;Mourir d'aimer;1971;101;Drama;1;7.0;/uqFM4aRsCykCDG24TttRYEzLxSr.jpg;Bruno Pradal, Claude Cerval, Jean Bouise, Jean-Paul Moulinot, Yves Barsacq, Jacques Marin, Annie Girardot, Marie-Hélène Breillat, Edith Loria, Monique Mélinand;André Cayatte;Une histoire d'amour entre un professeur, Daniele, 32 ans, et un de ses élèves Gerard, 17 ans, dans l'atmosphère chaude du 68 mai. Daniele est une jeune femme enflammée, très impliquée politiquement. Les parents de Gerard accusent Danièle de viol légal et se plaignent. Danièle est piégée et le drame commence...
tt0066198;Paix sur les champs;1970;91;Drama;1;7.4;/x5T3YBdJlL5TukLqL2nPzyDtM88.jpg;Christian Barbier, Georges Poujouly, Lucien Raimbourg, Georges Vandéric, Josi Jolet, Claire Wauthion, Héléna Manson, Arlette Schreiber, Nicole Valberg, Marthe Dugard;Jacques Boigelot;"C'est un film qui a été réalisé en Belgique au début des années 60 et qui n'a jamais été sorti. Cependant, il a d'une manière ou d'une autre été inclus dans la catégorie des Oscars américains pour ""Best Foreign Film"" et a finalement été sorti dans son pays d'origine en 1971. Il explore les questions de préjugés et de superstition dans la campagne belge à travers les problèmes d'un agriculteur d'âge moyen dont la mère a été accusée d'être une sorcière."
tt0066793;Aussi loin que l'amour;1971;90;Drama;1;7.2;/uluOSEhS9rK6OxUm3qLgY8wv4I5.jpg;Michel Duchaussoy, Marcel Dalio, Alexandre Rignault, Francine Racette, Suzanne Flon, Stéphane Audran, Berthe Bovy, Françoise Christophe, Judith Magre, Madeleine Robinson;Frédéric Rossif;Le petit ami d'Isabelle vient de se suicider. C'est pourquoi Isabelle erre dans les rues de Paris jusqu'à ce qu'elle décide de changer radicalement sa vie et de quitter la ville. Elle se rend sur la côte où elle rencontre un jeune professeur d'histoire sur la plage...
tt0067778;Le souffle au cœur;1971;118;Comedy,Drame;0;7.5;/60aZrZWZqhjSSHxiUVYSUQEm6SD.jpg;Benoît Ferreux, Daniel Gélin, Michael Lonsdale, Fabien Ferreux, Marc Winocourt, Henri Poirier, Lea Massari, Ave Ninchi, Gila von Weitershausen, Micheline Bona;Louis Malle;Ce récit de l'arrivée de l'âge fait suite à la vie de Laurent Chevalier, âgé de 15 ans, alors qu'il trébuchait sur la houle florissante de l'adolescence en France dans les années 1950. Après avoir eu sa première expérience sexuelle avec une prostituée et avoir esquivé les lèvres d'un prêtre, Chevalier contracte un cas de fièvre écarlate. Lorsque la fièvre le laisse avec un murmure cardiaque, Chevalier est placé dans un sanatorium, avec sa mère sur-tendue et adultère.
tt0067048;Emitaï;1971;103;Drama;1;7.1;/pR32HejYVyn658ODVcH25TtRvCt.jpg;Non renseigné;Ousmane Sembene;Alors que se déroule la Seconde Guerre mondiale en Europe, un conflit se produit entre la tribu francophone et la tribu diola d'Afrique, incitant les femmes du village à organiser leurs hommes pour s'asseoir sous un arbre pour prier.
tt0067439;Mon oncle Antoine;1971;104;Drama;1;7.4;/xoBtvBn8tHZuyjkiczme9TocC7E.jpg;Jacques Gagnon, Jean Duceppe, Claude Jutra, Lionel Villeneuve, Mario Dubuc, Alain Legendre, Lyne Champagne, Olivette Thibault, Hélène Loiselle, Lise Brunelle;Claude Jutra;Situés dans les régions rurales froides du Québec à l'heure de Noël, nous suivons l'avènement de l'âge d'un jeune garçon et la vie de sa famille qui possède le magasin général et l'entreprise de la ville.
tt0068730;Il n'y a pas de fumée sans feu;1973;120;Drama;1;7.0;/1R5AdxBFdKUJSRkw2dDe3p602Lf.jpg;Bernard Fresson, Michel Bouquet, André Falcon, Paul Amiot, Marc Michel, Annie Girardot, Mireille Darc, Micheline Boudet, Pascale de Boysson, Nathalie Courval;André Cayatte;Une campagne électorale devient plus intéressante lorsque des photographies publiées anonymement dépeignent la femme d'un candidat, le Dr Peyrac, qui assiste à une fête sexuelle. Les photos sont-elles fausses ou authentiques ?
tt0069178;Le Retour d’Afrique;1973;109;Comedy,Drame;0;7.1;/rDsqT6dXW7sVQ2i0wzk0Tc6uIIQ.jpg;François Marthouret, Roger Ibáñez, Roger Jendly, François Roulet, Pierre Holdener, Josée Destoop, Juliet Berto, Anne Wiazemsky, Jacqueline Cuénod, Séverine Bujard;Alain Tanner;Une ode au discours libéré et au pouvoir des mots, « ceux qui parlent aux autres, ceux qui parlent en silence », le troisième film d'Alain Tanner s'inspire d'un poète et d'un texte poétique qui l'a profondément affecté en tant que jeune réalisateur.
tt0069477;La vraie nature de Bernadette;1972;115;Comedy,Drame;0;7.5;/gIq0Bjl6kn0g9bmj0TyLAounELi.jpg;Donald Pilon, Reynald Bouchard, Robert Rivard, Willie Lamothe, Maurice Beaupré, Ernest Guimond, Julien Lippé, Pierre Valcour, Micheline Lanctôt, Claudette Delorimier;Gilles Carle;Bernadette a un yen pour tout gâcher et revenir à la nature, dans ce film canadien de langue française. C'est exactement ce qu'elle fait après avoir soigneusement quitté son alliance où son mari riche, un avocat, peut le voir. Elle a acheté une ferme, complète d'une ferme rugueuse et d'un vieil homme grincheux. Bientôt, en raison des effets merveilleux que sa sympathie et la perspective de son étranger ont, ses voisins perçoivent de grandes améliorations dans leur vie. Ils attribuent ces changements à quelque chose de miraculeux (peut-être en prenant un signal de son nom), et des hordes de personnes nécessiteuses descendent sur sa ferme.
tt0070224;L'invitation;1973;100;Comedy,Drame;0;7.1;/o3M1LrjEIJ5M0sLN7K6wnYTNjCv.jpg;Jean-Luc Bideau, Jean Champion, Pierre Collet, Jacques Rispal, Michel Robin, François Simon, Corinne Coderey, Neige Dolsky, Rosine Rochette, Cécile Vassort;Claude Goretta;Après la mort de sa mère, l'employé d'assurance d'âge moyen hérite de son petit chalet entouré d'un jardin. Vendre le chalet qui est situé sur un terrain non exploité près du centre d'une grande ville fait de lui un homme riche et il achète une grande maison dans la campagne. Il prend un certain temps et décide de lancer une grande fête de jardin à la maison et d'inviter tous ses collègues du bureau. Aidée par l'alcool, les invités perdent progressivement toutes leurs inhibitions et révèlent des traits de personnalité et des frustrations qu'ils gardent normalement cachés. Ecrit par Markku Kuoppamäki
tt0069027;Nous ne vieillirons pas ensemble;1972;110;Drama;1;7.2;/bwGa43RE2AaBMpoU2Jdlj08rK7.jpg;Jean Yanne, Jacques Galland, Maurice Risch, Harry-Max, Marlène Jobert, Christine Fabréga, Patricia Pierangeli, Muse Dalbray, Macha Méril;Maurice Pialat;Jean, un cinéaste marié de 40 ans, et sa jeune amante ouvrière, Catherine, s'engagent dans une série circulaire d'explosions spectaculaires et de réunions provisoires, leur désir mutuel d'un feu qui les brûle encore et encore.
tt0069355;Le temps d'une chasse;1972;98;Drama;1;8.0;/rRoGowXWhnZgDcb9sKPqwh4hnHW.jpg;"[""Guy LEcuyer"", Marcel Sabourin, Pierre Dufresne, ""Olivier LEcuyer"", Julien Lippé, Frédérique Collin, Luce Guilbeault, Françoise Berd, Amulette Garneau, Monique Mercure";Francis Mankiewicz;Un jeune garçon apprend les rituels de ce que son père et ses amis perçoivent comme la virilité lors d'un week-end de chasse.
tt0069963;Les dernières fiançailles;1973;92;Drama;1;8.2;/p1ZVOmu3ADr1zCpAYCz1sRvwwIw.jpg;J. Léo Gagnon, Marcel Sabourin, Marthe Nadeau;Jean Pierre Lefebvre;Après un autre arrêt cardiaque, Armand sait qu'il n'a pas longtemps à vivre. Mais après plus de 70 ans dans la même maison, il ne veut pas mourir quelque part d'autre que la maison. Sa femme Rose a secrètement décidé qu'elle mourrait comme elle vivait: avec lui.
tt0070056;La femme de Jean;1974;100;Drama;1;7.1;/ktlPov4D2tADTNCOARJrBfGqpR5.jpg;Hippolyte Girardot, James Mitchell, Claude Rich, Philippe Prince, Robert Capia, France Lambiotte, Tatiana Moukhine, Regine Mazella, Andrée Damant, Simone Rieutor;Yannick Bellon;Non renseigné
tt0070411;La mort d'un bûcheron;1973;115;Drama;1;7.3;/xORPmV8Yf7EdlI3q8COxI3WFwjr.jpg;Willie Lamothe, Daniel Pilon, Marcel Sabourin, J. Léo Gagnon, Roger Lebel, Ernest Guimond, Jacques Gagnon, Gil Laroche, Carole Laure, Pauline Julien;Gilles Carle;Marie Chapdelaine (Carole Laure) a grandi dans une région éloignée du Québec sans jamais connaître son père, un bûcheron. Elle s'installe à Montréal, s'y installe avec un travail de danseuse sans précédent et commence à le chercher. Finalement, avec l'aide de son ancienne maîtresse, ils trouvent le camp de bûcherons dans lequel il travaillait, pour découvrir qu'il a été tué dans un conflit de travail.
tt0071449;Dupont Lajoie;1975;100;Drama;1;7.3;/t2R5tweJKJY4IdurFJ7Yf2v5iws.jpg;Jean Carmet, Pierre Tornade, Jean Bouise, Michel Peyrelon, Jean-Pierre Marielle, Robert Castel, Pino Caruso, Ginette Garcin, Pascale Roberts, Isabelle Huppert;Yves Boisset;Comme chaque été, Georges Lajoie, sa femme Ginette et son fils adulte Léon vont en vacances au camping de Loulou. Ils se joignent à de vieux amis, les Schumachers et les Colins. Brigitte Colin, la fille, est une jolie jeune fille maintenant. Un jour, Georges viole et l'assassine. Il cache le corps près des casernes des travailleurs arabes immigrés. Le racisme des campeurs fera le reste... Un lampon virulent contre le racisme moyen des Français.
tt0072306;Toula ou Le génie des eaux;1974;90;Drama;1;7.1;/rYu0TGLu5VCriiyeEetMMIuQxV6.jpg;Isaa Bania, Parfait Kondo, Sotigui Kouyaté, Damouré Zika, Solange Delanne;Moustapha Alassane', 'Anna Soehring;Les dieux ont déclaré la sécheresse du pays. Il ne semble pas y avoir d'espoir. Un homme saint convoqué par le roi exige le sacrifice d'une jeune femme pour mettre fin à leur colère. Un jeune homme amoureux décide d'aller à la recherche d'eau pour sauver la fille d'une fin tragique, mais quand il revient avec de bonnes nouvelles il est trop tard: le génie a eu sa satisfaction et Toula a déjà disparu dans le marais saint.
tt0072368;Vincent, François, Paul et les autres;1974;118;Drama;1;7.3;/5h12wsaDBxOhtonMHxIdQxoiMeS.jpg;Yves Montand, Michel Piccoli, Serge Reggiani, Gérard Depardieu, Umberto Orsini, Stéphane Audran, Marie Dubois, Ludmila Mikaël, Antonella Lualdi, Catherine Allégret;Claude Sautet;Trois amis font face à des crises de mi-vie. Paul est un écrivain qui est bloqué. François a perdu ses idéaux et pratique la médecine pour l'argent sa femme s'éloigne, même hostile. Le charmant Vincent, le favori de tout le monde, fait faillite, sa maîtresse le quitte, et sa femme, dont il est séparé, veut divorcer. Les tensions sur les hommes commencent à se manifester particulièrement dans l'amitié de François et Paul et dans la santé de Vincent. Un jeune homme, Jack, devient attrayant pour Lucie, la femme de François. Un autre jeune ami, le boxeur Jean, qui est comme un fils de Vincent et dont la petite amie est enceinte, a pris un coup avec une limace impitoyable. Le bonheur a échappé à ce cercle d'amis ?
tt0074186;Bartleby;1976;96;Drama;1;7.8;/l3yneCPUyYi2Qhc9ThtFtKgNRo2.jpg;Non renseigné;Maurice Ronet;Adaptation de l'histoire classique de Herman Melville. Le narrateur, un avocat de Manhattan âgé avec une entreprise très confortable aidant les hommes riches à gérer les hypothèques, les actes et les obligations, raconte l'histoire de l'homme le plus étrange qu'il ait jamais connu.
tt0074456;L'eau chaude, l'eau frette;1976;94;Drama;1;7.2;/fZlRbCbCyDBMSji5Pew1M4C70WJ.jpg;Jean Lapointe, Jean Pierre Bergeron, Réjean Audet, Albert Payette, Marcel Fournier, Sophie Clément, Louise Gagnon, Anne-Marie Ducharme, Elise Varo, Françoise Berd;André Forcier;Dans un quartier pauvre, les adolescents complotent un assassinat alors qu'une fête est organisée pour l'usurier local.
tt0074702;J.A. Martin photographe;1977;100;Drama;1;8.0;/CKDenWDCfZpyTURxduFiPvTjbd.jpg;"Marcel Sabourin, Denis Hamel, ""Stéphane LEcuyer"", Jacques Bilodeau, Monique Mercure, Marthe Thierry, Catherine Tremblay, Mariette Duval, Colette Courtois, Marthe Nadeau";Jean Beaudin;La femme du photographe J.A. Martin décide d'aller avec lui dans sa tournée de la campagne durement canadienne au début du siècle. Elle espère que l'intimité relancera leur mariage.
tt0074718;Jonas qui aura 25 ans en l'an 2000;1976;116;Drama;1;7.5;/yIhKjQWCbwxuUI0rrub61yRoNsU.jpg;Jean-Luc Bideau, Jacques Denis, Roger Jendly, Rufus, Raymond Bussières, Pierre Holdener, Myriam Boyer, Miou-Miou, Dominique Labourier, Myriam Mézières;Alain Tanner;Un regard sur la vie de plusieurs hommes et femmes dans les années 30 alors qu'ils confrontent les gains minces des années 60 « révolutionnaires ». Max, un rédacteur en copie insatisfait Myriam, une rouquine dans le sexe tantrique et Marie, un vérificateur de supermarché qui donne des remises non autorisées aux personnes âgées, à la recherche d'un sens renouvelé sur une ferme communautaire. Le titre, un enfant de six ans, est le porteur de leurs espoirs pour l'avenir.
tt0075004;L'ombre des châteaux;1976;90;Drama;1;7.4;/zKuVl9EGxAdA6Q18wDz7WnYYNrI.jpg;Philippe Léotard, Albert Dray, Marcel Dalio, Stéphane Bouy, Yves Beneyton, Jean Puyberneau, Jean-François Chauvel, Zoé Chauveau, Martine Ferrière, Louise Chevalier;Daniel Duval;Dans le nord de la France, la vie d'une belle famille de marginalisés.
